HOG,OG,Gene.Tree.Parent.Clade,cnat_ref_proteome,mcav_ref_proteome,ofav_ref_proteome,ofra_ref_proteome
N0.HOG0007987,OG0000509,n23,TRINITY_DN1104_c1_g1_i2.p1,TRINITY_DN10696_c0_g1_i1.p1,TRINITY_DN77669_c0_g1_i1.p1,TRINITY_DN68769_c0_g1_i6.p1
N0.HOG0008016,OG0000513,n27,TRINITY_DN115468_c0_g1_i1.p1,TRINITY_DN542298_c0_g1_i1.p1,TRINITY_DN466469_c0_g1_i1.p1,TRINITY_DN327680_c0_g1_i2.p1
N0.HOG0008036,OG0000516,n27,TRINITY_DN352622_c0_g1_i1.p1,TRINITY_DN36939_c0_g1_i1.p1,TRINITY_DN17376_c0_g1_i3.p1,TRINITY_DN32899_c0_g1_i1.p1
N0.HOG0008037,OG0000516,n30,TRINITY_DN9963_c0_g1_i3.p1,TRINITY_DN26506_c0_g1_i5.p1,TRINITY_DN349602_c0_g1_i1.p1,TRINITY_DN315747_c0_g1_i1.p1
N0.HOG0008050,OG0000520,n1,TRINITY_DN175410_c0_g1_i1.p1,TRINITY_DN102696_c0_g1_i2.p1,TRINITY_DN235882_c0_g1_i6.p1,TRINITY_DN77822_c0_g1_i2.p1
N0.HOG0008055,OG0000520,n23,TRINITY_DN37_c15_g1_i3.p1,TRINITY_DN532255_c0_g1_i1.p1,TRINITY_DN220078_c0_g1_i3.p1,TRINITY_DN488793_c0_g1_i1.p1
N0.HOG0008058,OG0000521,n1,TRINITY_DN29168_c0_g1_i2.p1,TRINITY_DN36407_c0_g1_i18.p1,TRINITY_DN653534_c0_g1_i1.p1,TRINITY_DN235368_c0_g1_i2.p2
N0.HOG0008075,OG0000523,n12,TRINITY_DN23245_c0_g1_i3.p1,TRINITY_DN91791_c0_g1_i2.p1,TRINITY_DN199169_c0_g1_i2.p1,TRINITY_DN330985_c0_g1_i2.p1
N0.HOG0008080,OG0000524,n1,TRINITY_DN312_c1_g1_i4.p1,TRINITY_DN12534_c0_g1_i4.p1,TRINITY_DN392956_c0_g1_i1.p1,TRINITY_DN406861_c0_g1_i1.p1
N0.HOG0008092,OG0000525,n21,TRINITY_DN1443_c4_g1_i2.p1,TRINITY_DN22276_c0_g1_i4.p1,TRINITY_DN1320_c0_g2_i2.p1,TRINITY_DN927_c0_g1_i3.p1
N0.HOG0008110,OG0000528,n6,TRINITY_DN21161_c0_g1_i4.p1,TRINITY_DN74439_c0_g1_i4.p1,TRINITY_DN633245_c0_g1_i1.p1,TRINITY_DN154348_c0_g1_i2.p1
N0.HOG0008155,OG0000533,n22,TRINITY_DN1035_c0_g1_i2.p1,TRINITY_DN631_c0_g1_i8.p1,TRINITY_DN14400_c0_g1_i2.p1,TRINITY_DN5968_c0_g1_i3.p1
N0.HOG0008174,OG0000535,n30,TRINITY_DN2715_c0_g2_i4.p2,TRINITY_DN7412_c0_g1_i6.p1,TRINITY_DN14651_c0_g1_i8.p1,TRINITY_DN7465_c0_g1_i9.p1
N0.HOG0008176,OG0000536,n1,TRINITY_DN17968_c0_g1_i13.p4,TRINITY_DN41039_c0_g2_i1.p1,TRINITY_DN1265_c0_g2_i1.p1,TRINITY_DN1199_c0_g1_i14.p2
N0.HOG0008181,OG0000536,n30,TRINITY_DN6068_c0_g1_i44.p2,TRINITY_DN15806_c0_g1_i5.p1,TRINITY_DN2315_c0_g1_i24.p1,TRINITY_DN296_c0_g1_i8.p1
N0.HOG0008183,OG0000537,n1,TRINITY_DN1137_c1_g1_i3.p1,TRINITY_DN17949_c0_g1_i10.p1,TRINITY_DN22632_c0_g1_i6.p1,TRINITY_DN11638_c0_g1_i4.p1
N0.HOG0008190,OG0000537,n26,TRINITY_DN11309_c0_g1_i4.p1,TRINITY_DN10239_c5_g1_i5.p1,TRINITY_DN7018_c0_g1_i4.p1,TRINITY_DN6849_c0_g2_i1.p1
N0.HOG0008199,OG0000539,n8,TRINITY_DN120904_c0_g1_i1.p1,TRINITY_DN95873_c0_g1_i6.p2,TRINITY_DN14594_c0_g1_i7.p1,TRINITY_DN340009_c0_g1_i1.p1
N0.HOG0008225,OG0000542,n25,TRINITY_DN23495_c0_g1_i7.p1,TRINITY_DN8465_c0_g1_i5.p1,TRINITY_DN8307_c0_g1_i4.p1,TRINITY_DN12611_c0_g1_i1.p1
N0.HOG0008240,OG0000544,n24,TRINITY_DN174966_c0_g1_i2.p1,TRINITY_DN527473_c0_g1_i1.p1,TRINITY_DN326110_c0_g1_i1.p1,TRINITY_DN517215_c0_g1_i1.p1
N0.HOG0008261,OG0000547,n1,TRINITY_DN4750_c0_g1_i8.p1,TRINITY_DN101675_c0_g1_i4.p1,TRINITY_DN32770_c0_g2_i3.p1,TRINITY_DN24929_c0_g1_i2.p1
N0.HOG0008266,OG0000547,n21,TRINITY_DN152896_c0_g1_i1.p1,TRINITY_DN56123_c0_g1_i3.p1,TRINITY_DN40628_c0_g1_i7.p1,TRINITY_DN49336_c0_g1_i22.p1
N0.HOG0008281,OG0000549,n27,TRINITY_DN3346_c0_g2_i15.p1,TRINITY_DN129059_c0_g1_i8.p1,TRINITY_DN18288_c0_g1_i1.p1,TRINITY_DN11547_c0_g2_i6.p1
N0.HOG0008283,OG0000550,n1,TRINITY_DN18286_c0_g1_i5.p1,TRINITY_DN7271_c0_g1_i13.p1,TRINITY_DN58586_c0_g1_i1.p1,TRINITY_DN186531_c0_g1_i1.p1
N0.HOG0008293,OG0000551,n8,TRINITY_DN3437_c0_g1_i7.p1,TRINITY_DN3686_c0_g1_i5.p1,TRINITY_DN15146_c0_g1_i1.p1,TRINITY_DN972_c5_g1_i9.p1
N0.HOG0008295,OG0000551,n17,TRINITY_DN36684_c0_g2_i2.p1,TRINITY_DN7390_c0_g1_i6.p1,TRINITY_DN22052_c0_g1_i2.p1,TRINITY_DN21558_c0_g1_i2.p1
N0.HOG0008296,OG0000551,n20,TRINITY_DN7034_c0_g1_i2.p1,TRINITY_DN4107_c0_g1_i4.p1,TRINITY_DN19589_c0_g1_i3.p1,TRINITY_DN7162_c0_g1_i6.p1
N0.HOG0008300,OG0000552,n1,TRINITY_DN46898_c0_g1_i10.p1,TRINITY_DN12728_c7_g1_i3.p1,TRINITY_DN53079_c0_g1_i8.p1,TRINITY_DN9306_c0_g1_i7.p1
N0.HOG0008313,OG0000553,n31,TRINITY_DN249847_c0_g1_i2.p1,TRINITY_DN308106_c0_g1_i6.p1,TRINITY_DN69558_c0_g1_i9.p1,TRINITY_DN322930_c0_g1_i1.p1
N0.HOG0008345,OG0000559,n22,TRINITY_DN56527_c0_g1_i4.p1,TRINITY_DN3443_c0_g2_i1.p1,TRINITY_DN109161_c0_g1_i5.p1,TRINITY_DN32851_c0_g2_i1.p1
N0.HOG0008355,OG0000561,n29,TRINITY_DN130604_c0_g2_i1.p1,TRINITY_DN49281_c0_g1_i10.p1,TRINITY_DN22071_c0_g1_i6.p2,TRINITY_DN19653_c1_g1_i3.p1
N0.HOG0008364,OG0000563,n1,TRINITY_DN230178_c0_g1_i1.p1,TRINITY_DN88896_c0_g1_i3.p1,TRINITY_DN26318_c0_g1_i4.p1,TRINITY_DN54907_c0_g1_i2.p1
N0.HOG0008384,OG0000566,n1,TRINITY_DN10697_c0_g1_i7.p1,TRINITY_DN24137_c0_g1_i7.p1,TRINITY_DN23212_c0_g1_i17.p2,TRINITY_DN5029_c0_g1_i1.p2
N0.HOG0008387,OG0000566,n21,TRINITY_DN8101_c0_g1_i17.p1,TRINITY_DN4285_c0_g1_i6.p1,TRINITY_DN13339_c0_g1_i3.p1,TRINITY_DN9584_c0_g1_i3.p1
N0.HOG0008391,OG0000566,n30,TRINITY_DN8082_c0_g1_i9.p1,TRINITY_DN16823_c0_g1_i8.p1,TRINITY_DN3914_c0_g1_i10.p1,TRINITY_DN1820_c0_g1_i5.p1
N0.HOG0008395,OG0000567,n15,TRINITY_DN5518_c0_g1_i11.p1,TRINITY_DN4598_c0_g2_i1.p1,TRINITY_DN50101_c0_g1_i1.p1,TRINITY_DN51535_c0_g1_i2.p1
N0.HOG0008421,OG0000570,n21,TRINITY_DN1741_c0_g1_i12.p1,TRINITY_DN8859_c0_g1_i4.p1,TRINITY_DN13402_c0_g1_i4.p1,TRINITY_DN2556_c1_g1_i1.p1
N0.HOG0008437,OG0000573,n1,TRINITY_DN1165_c0_g1_i2.p1,TRINITY_DN149697_c0_g1_i1.p1,TRINITY_DN15403_c0_g1_i13.p1,TRINITY_DN25799_c0_g2_i4.p1
N0.HOG0008457,OG0000576,n1,TRINITY_DN307346_c0_g1_i1.p1,TRINITY_DN172535_c0_g1_i2.p1,TRINITY_DN89763_c0_g1_i5.p1,TRINITY_DN204646_c0_g1_i1.p1
N0.HOG0008459,OG0000576,n8,TRINITY_DN12097_c0_g2_i2.p1,TRINITY_DN3931_c2_g1_i4.p1,TRINITY_DN33595_c0_g1_i1.p1,TRINITY_DN91934_c0_g1_i3.p1
N0.HOG0008497,OG0000581,n30,TRINITY_DN13654_c0_g1_i6.p1,TRINITY_DN6725_c0_g1_i5.p1,TRINITY_DN1496_c0_g1_i3.p1,TRINITY_DN13453_c0_g1_i4.p1
N0.HOG0008512,OG0000584,n1,TRINITY_DN57085_c0_g1_i31.p1,TRINITY_DN80903_c0_g1_i1.p1,TRINITY_DN56901_c0_g1_i1.p1,TRINITY_DN34368_c0_g1_i7.p2
N0.HOG0008533,OG0000587,n1,TRINITY_DN311629_c0_g1_i3.p1,TRINITY_DN391707_c0_g1_i1.p1,TRINITY_DN382968_c0_g1_i1.p1,TRINITY_DN258648_c0_g1_i1.p1
N0.HOG0008537,OG0000587,n20,TRINITY_DN112592_c0_g1_i1.p1,TRINITY_DN406710_c0_g1_i1.p1,TRINITY_DN235377_c0_g1_i1.p1,TRINITY_DN248351_c0_g1_i1.p1
N0.HOG0008545,OG0000588,n19,TRINITY_DN34393_c0_g1_i5.p1,TRINITY_DN289018_c0_g1_i2.p1,TRINITY_DN359927_c0_g1_i7.p1,TRINITY_DN65775_c0_g1_i9.p1
N0.HOG0008549,OG0000589,n1,TRINITY_DN214892_c0_g1_i1.p1,TRINITY_DN200259_c0_g1_i1.p1,TRINITY_DN82335_c0_g1_i2.p1,TRINITY_DN79731_c0_g1_i1.p1
N0.HOG0008588,OG0000594,n7,TRINITY_DN511_c3_g1_i1.p1,TRINITY_DN8236_c1_g1_i13.p1,TRINITY_DN5125_c3_g1_i4.p1,TRINITY_DN333_c2_g1_i14.p1
N0.HOG0008589,OG0000594,n10,TRINITY_DN19489_c0_g1_i8.p2,TRINITY_DN6095_c0_g1_i1.p1,TRINITY_DN5369_c0_g1_i8.p1,TRINITY_DN8303_c0_g1_i17.p1
N0.HOG0008613,OG0000597,n24,TRINITY_DN273273_c0_g1_i1.p1,TRINITY_DN310646_c0_g1_i2.p1,TRINITY_DN418831_c0_g1_i1.p1,TRINITY_DN221369_c0_g1_i1.p1
N0.HOG0008618,OG0000598,n15,TRINITY_DN155579_c0_g1_i1.p1,TRINITY_DN531954_c0_g1_i1.p1,TRINITY_DN76919_c0_g1_i1.p1,TRINITY_DN248483_c0_g1_i1.p1
N0.HOG0008625,OG0000599,n29,TRINITY_DN5183_c0_g1_i8.p1,TRINITY_DN15099_c1_g1_i2.p1,TRINITY_DN1805_c3_g1_i2.p1,TRINITY_DN9077_c0_g1_i6.p1
N0.HOG0008644,OG0000602,n22,TRINITY_DN25021_c1_g1_i3.p1,TRINITY_DN69181_c0_g2_i3.p1,TRINITY_DN120744_c0_g1_i3.p1,TRINITY_DN38087_c0_g1_i1.p1
N0.HOG0008648,OG0000603,n1,TRINITY_DN5005_c0_g1_i8.p1,TRINITY_DN16437_c0_g1_i11.p1,TRINITY_DN9527_c0_g1_i12.p1,TRINITY_DN6950_c0_g1_i6.p1
N0.HOG0008662,OG0000605,n14,TRINITY_DN4834_c0_g1_i20.p1,TRINITY_DN6200_c0_g1_i21.p1,TRINITY_DN87_c0_g1_i1.p1,TRINITY_DN312_c1_g1_i10.p1
N0.HOG0008690,OG0000609,n1,TRINITY_DN10056_c0_g1_i11.p1,TRINITY_DN21801_c0_g1_i2.p1,TRINITY_DN10786_c0_g1_i12.p1,TRINITY_DN5428_c0_g1_i22.p1
N0.HOG0008693,OG0000609,n18,TRINITY_DN18282_c0_g1_i5.p1,TRINITY_DN20164_c0_g1_i6.p1,TRINITY_DN240331_c0_g1_i3.p1,TRINITY_DN22599_c0_g1_i1.p1
N0.HOG0008696,OG0000610,n1,TRINITY_DN2277_c0_g1_i5.p1,TRINITY_DN4449_c0_g1_i2.p1,TRINITY_DN2519_c0_g1_i12.p1,TRINITY_DN3161_c0_g1_i1.p1
N0.HOG0008714,OG0000613,n1,TRINITY_DN9207_c0_g1_i4.p1,TRINITY_DN1827_c0_g2_i1.p1,TRINITY_DN414688_c0_g1_i6.p1,TRINITY_DN52824_c0_g1_i7.p1
N0.HOG0008746,OG0000618,n1,TRINITY_DN55309_c0_g2_i3.p1,TRINITY_DN62178_c0_g1_i1.p1,TRINITY_DN3764_c4_g1_i9.p1,TRINITY_DN32648_c0_g1_i1.p1
N0.HOG0008757,OG0000619,n17,TRINITY_DN125488_c0_g1_i3.p1,TRINITY_DN99944_c0_g1_i1.p1,TRINITY_DN140419_c0_g1_i8.p1,TRINITY_DN224607_c0_g1_i5.p1
N0.HOG0008758,OG0000619,n20,TRINITY_DN110029_c0_g1_i2.p1,TRINITY_DN310723_c0_g1_i2.p1,TRINITY_DN616844_c0_g1_i1.p1,TRINITY_DN149139_c0_g1_i3.p1
N0.HOG0008761,OG0000620,n1,TRINITY_DN47007_c0_g1_i2.p1,TRINITY_DN88227_c0_g1_i4.p1,TRINITY_DN17819_c1_g3_i1.p1,TRINITY_DN251876_c0_g1_i2.p1
N0.HOG0008784,OG0000623,n28,TRINITY_DN31117_c1_g1_i3.p1,TRINITY_DN34236_c0_g1_i2.p1,TRINITY_DN140223_c0_g1_i1.p1,TRINITY_DN158743_c0_g1_i1.p1
N0.HOG0008785,OG0000624,n1,TRINITY_DN1334_c8_g2_i5.p1,TRINITY_DN195595_c0_g2_i1.p1,TRINITY_DN18861_c0_g1_i6.p1,TRINITY_DN16384_c0_g1_i8.p1
N0.HOG0008795,OG0000625,n18,TRINITY_DN659_c0_g1_i1.p1,TRINITY_DN15329_c0_g1_i1.p1,TRINITY_DN2370_c0_g1_i1.p1,TRINITY_DN8590_c0_g1_i3.p1
N0.HOG0008807,OG0000626,n28,TRINITY_DN20909_c0_g1_i2.p2,TRINITY_DN71475_c0_g1_i12.p1,TRINITY_DN7767_c0_g1_i2.p1,TRINITY_DN32904_c0_g1_i3.p1
N0.HOG0008816,OG0000628,n1,TRINITY_DN170445_c0_g1_i3.p1,TRINITY_DN107095_c0_g1_i2.p1,TRINITY_DN233793_c0_g1_i1.p1,TRINITY_DN415088_c0_g1_i1.p1
N0.HOG0008819,OG0000628,n14,TRINITY_DN94784_c0_g1_i4.p1,TRINITY_DN78842_c0_g1_i6.p1,TRINITY_DN35393_c0_g1_i4.p1,TRINITY_DN116766_c1_g2_i5.p1
N0.HOG0008824,OG0000629,n1,TRINITY_DN150617_c0_g1_i2.p1,TRINITY_DN21122_c0_g1_i2.p1,TRINITY_DN26242_c0_g1_i15.p1,TRINITY_DN25283_c1_g1_i2.p1
N0.HOG0008838,OG0000631,n1,TRINITY_DN2345_c0_g1_i5.p1,TRINITY_DN103734_c0_g1_i3.p1,TRINITY_DN21532_c0_g1_i3.p1,TRINITY_DN19031_c0_g1_i3.p1
N0.HOG0008839,OG0000631,n5,TRINITY_DN9277_c0_g1_i5.p1,TRINITY_DN244_c1_g1_i3.p1,TRINITY_DN4958_c0_g1_i5.p1,TRINITY_DN7072_c0_g1_i3.p1
N0.HOG0008840,OG0000631,n11,TRINITY_DN7038_c0_g1_i4.p1,TRINITY_DN330_c0_g1_i3.p1,TRINITY_DN5767_c0_g1_i2.p1,TRINITY_DN5875_c0_g1_i2.p1
N0.HOG0008845,OG0000633,n1,TRINITY_DN61426_c2_g1_i4.p1,TRINITY_DN45547_c0_g1_i1.p1,TRINITY_DN89917_c0_g1_i2.p1,TRINITY_DN91597_c0_g1_i5.p1
N0.HOG0008854,OG0000634,n1,TRINITY_DN12664_c0_g1_i33.p2,TRINITY_DN112609_c0_g1_i2.p1,TRINITY_DN300648_c0_g1_i1.p1,TRINITY_DN50416_c0_g3_i1.p2
N0.HOG0008860,OG0000635,n1,TRINITY_DN84212_c0_g1_i1.p1,TRINITY_DN222732_c0_g1_i1.p3,TRINITY_DN2972_c2_g1_i4.p1,TRINITY_DN97906_c0_g1_i1.p1
N0.HOG0008874,OG0000637,n18,TRINITY_DN18998_c0_g1_i11.p1,TRINITY_DN1711_c0_g1_i10.p1,TRINITY_DN416788_c0_g1_i3.p1,TRINITY_DN120566_c0_g1_i5.p1
N0.HOG0008887,OG0000640,n1,TRINITY_DN1124_c0_g1_i1.p1,TRINITY_DN55329_c0_g1_i1.p1,TRINITY_DN12024_c0_g1_i10.p1,TRINITY_DN2759_c0_g1_i5.p1
N0.HOG0008890,OG0000640,n18,TRINITY_DN12150_c0_g1_i8.p1,TRINITY_DN5999_c0_g1_i5.p1,TRINITY_DN16502_c0_g1_i1.p1,TRINITY_DN3413_c0_g1_i1.p1
N0.HOG0008894,OG0000641,n1,TRINITY_DN12147_c0_g1_i1.p1,TRINITY_DN4563_c0_g1_i2.p1,TRINITY_DN21733_c0_g1_i3.p1,TRINITY_DN7528_c0_g2_i1.p1
N0.HOG0008900,OG0000642,n1,TRINITY_DN63414_c0_g2_i3.p1,TRINITY_DN258389_c0_g1_i2.p1,TRINITY_DN36165_c1_g1_i1.p1,TRINITY_DN240677_c0_g1_i1.p1
N0.HOG0008908,OG0000644,n1,TRINITY_DN9323_c0_g1_i20.p1,TRINITY_DN23961_c0_g1_i10.p1,TRINITY_DN3893_c0_g1_i2.p1,TRINITY_DN22199_c0_g1_i3.p1
N0.HOG0008925,OG0000646,n16,TRINITY_DN3489_c0_g1_i1.p1,TRINITY_DN221535_c0_g1_i1.p1,TRINITY_DN140454_c0_g1_i5.p1,TRINITY_DN27964_c0_g1_i8.p1
N0.HOG0008938,OG0000648,n12,TRINITY_DN155576_c0_g1_i1.p1,TRINITY_DN104171_c0_g1_i7.p1,TRINITY_DN265243_c0_g1_i2.p1,TRINITY_DN69242_c0_g1_i2.p1
N0.HOG0008949,OG0000649,n27,TRINITY_DN21553_c0_g1_i4.p1,TRINITY_DN16106_c0_g2_i2.p1,TRINITY_DN11691_c0_g1_i7.p1,TRINITY_DN12320_c0_g1_i3.p1
N0.HOG0008962,OG0000651,n27,TRINITY_DN40248_c0_g1_i16.p1,TRINITY_DN28766_c0_g1_i2.p1,TRINITY_DN11190_c0_g1_i2.p1,TRINITY_DN13845_c0_g1_i10.p1
N0.HOG0008969,OG0000653,n7,TRINITY_DN9727_c0_g1_i8.p1,TRINITY_DN74127_c0_g1_i2.p1,TRINITY_DN4266_c0_g2_i6.p2,TRINITY_DN2148_c1_g1_i11.p2
N0.HOG0008975,OG0000654,n1,TRINITY_DN275906_c0_g1_i1.p1,TRINITY_DN126355_c0_g1_i2.p1,TRINITY_DN329950_c0_g1_i1.p1,TRINITY_DN281274_c0_g1_i2.p1
N0.HOG0008995,OG0000657,n1,TRINITY_DN63135_c0_g1_i3.p1,TRINITY_DN360313_c0_g1_i1.p1,TRINITY_DN5752_c2_g1_i4.p1,TRINITY_DN69557_c0_g1_i3.p1
N0.HOG0009002,OG0000658,n1,TRINITY_DN25046_c0_g1_i17.p1,TRINITY_DN57486_c0_g1_i7.p1,TRINITY_DN18605_c0_g1_i8.p1,TRINITY_DN11384_c0_g1_i25.p1
N0.HOG0009007,OG0000658,n26,TRINITY_DN710_c0_g1_i13.p1,TRINITY_DN6126_c0_g1_i8.p1,TRINITY_DN922_c1_g1_i3.p1,TRINITY_DN375_c2_g1_i2.p1
N0.HOG0009022,OG0000661,n1,TRINITY_DN7156_c0_g1_i2.p1,TRINITY_DN11032_c0_g1_i6.p1,TRINITY_DN9555_c0_g1_i3.p1,TRINITY_DN7947_c0_g1_i6.p1
N0.HOG0009030,OG0000663,n1,TRINITY_DN16390_c0_g1_i2.p1,TRINITY_DN48645_c0_g1_i3.p1,TRINITY_DN25604_c0_g1_i4.p1,TRINITY_DN8173_c0_g1_i2.p1
N0.HOG0009033,OG0000663,n14,TRINITY_DN63844_c0_g1_i2.p1,TRINITY_DN229953_c0_g1_i3.p1,TRINITY_DN19093_c0_g2_i1.p1,TRINITY_DN88291_c0_g1_i2.p1
N0.HOG0009035,OG0000663,n23,TRINITY_DN25830_c0_g1_i3.p1,TRINITY_DN19978_c0_g1_i1.p1,TRINITY_DN215660_c0_g1_i2.p1,TRINITY_DN15376_c0_g2_i1.p1
N0.HOG0009036,OG0000663,n26,TRINITY_DN3923_c0_g1_i19.p1,TRINITY_DN1551_c0_g1_i13.p1,TRINITY_DN3388_c0_g1_i6.p1,TRINITY_DN12876_c0_g1_i1.p1
N0.HOG0009048,OG0000666,n9,TRINITY_DN22465_c0_g1_i4.p1,TRINITY_DN189486_c0_g1_i3.p1,TRINITY_DN63145_c0_g1_i3.p1,TRINITY_DN110709_c0_g1_i1.p1
N0.HOG0009059,OG0000668,n1,TRINITY_DN57097_c0_g2_i6.p1,TRINITY_DN29149_c0_g1_i1.p1,TRINITY_DN22262_c0_g1_i11.p1,TRINITY_DN91547_c0_g1_i5.p1
N0.HOG0009065,OG0000669,n17,TRINITY_DN257307_c0_g1_i1.p1,TRINITY_DN16746_c0_g1_i5.p1,TRINITY_DN16439_c1_g1_i6.p1,TRINITY_DN54763_c0_g1_i4.p1
N0.HOG0009079,OG0000671,n19,TRINITY_DN14355_c0_g1_i2.p1,TRINITY_DN15894_c0_g1_i5.p1,TRINITY_DN3238_c0_g1_i7.p1,TRINITY_DN1259_c0_g1_i4.p1
N0.HOG0009090,OG0000674,n1,TRINITY_DN39416_c0_g1_i2.p1,TRINITY_DN33331_c0_g2_i2.p1,TRINITY_DN97618_c0_g1_i3.p1,TRINITY_DN149301_c0_g1_i4.p1
N0.HOG0009092,OG0000674,n12,TRINITY_DN14671_c0_g1_i6.p2,TRINITY_DN188748_c0_g1_i4.p1,TRINITY_DN190597_c0_g1_i5.p1,TRINITY_DN35307_c0_g1_i7.p1
N0.HOG0009093,OG0000674,n15,TRINITY_DN427_c5_g1_i3.p1,TRINITY_DN446721_c0_g1_i1.p1,TRINITY_DN12939_c0_g1_i2.p1,TRINITY_DN104259_c0_g1_i5.p1
N0.HOG0009096,OG0000674,n26,TRINITY_DN28280_c0_g1_i6.p1,TRINITY_DN1887_c0_g1_i9.p1,TRINITY_DN21666_c0_g1_i5.p1,TRINITY_DN10219_c0_g1_i5.p1
N0.HOG0009097,OG0000675,n1,TRINITY_DN6120_c0_g1_i1.p1,TRINITY_DN26484_c0_g1_i8.p1,TRINITY_DN9535_c0_g1_i5.p1,TRINITY_DN3350_c0_g1_i8.p1
N0.HOG0009113,OG0000678,n1,TRINITY_DN271079_c0_g1_i2.p1,TRINITY_DN218480_c0_g1_i4.p1,TRINITY_DN196102_c0_g1_i5.p1,TRINITY_DN73358_c0_g1_i8.p1
N0.HOG0009126,OG0000680,n1,TRINITY_DN1236_c0_g1_i10.p1,TRINITY_DN7143_c0_g1_i1.p1,TRINITY_DN949_c0_g1_i6.p1,TRINITY_DN6_c0_g1_i40.p1
N0.HOG0009135,OG0000681,n1,TRINITY_DN172334_c0_g1_i1.p1,TRINITY_DN135355_c0_g1_i4.p1,TRINITY_DN43124_c0_g1_i7.p1,TRINITY_DN56141_c0_g1_i3.p1
N0.HOG0009144,OG0000683,n13,TRINITY_DN19276_c0_g2_i7.p1,TRINITY_DN136152_c0_g1_i8.p1,TRINITY_DN7988_c0_g1_i4.p1,TRINITY_DN5035_c0_g1_i27.p1
N0.HOG0009147,OG0000683,n22,TRINITY_DN12529_c1_g1_i7.p1,TRINITY_DN789_c1_g1_i10.p1,TRINITY_DN23559_c0_g1_i9.p1,TRINITY_DN20929_c0_g1_i5.p1
N0.HOG0009149,OG0000684,n1,TRINITY_DN14015_c0_g1_i1.p1,TRINITY_DN29284_c0_g1_i2.p1,TRINITY_DN10151_c0_g1_i3.p1,TRINITY_DN11233_c0_g2_i2.p1
N0.HOG0009151,OG0000684,n8,TRINITY_DN9981_c0_g1_i2.p1,TRINITY_DN10013_c0_g1_i1.p1,TRINITY_DN122_c3_g1_i6.p1,TRINITY_DN22958_c0_g1_i3.p1
N0.HOG0009152,OG0000684,n11,TRINITY_DN2008_c0_g1_i7.p1,TRINITY_DN5532_c0_g1_i4.p1,TRINITY_DN6795_c0_g1_i4.p1,TRINITY_DN10529_c0_g1_i6.p1
N0.HOG0009153,OG0000684,n16,TRINITY_DN2186_c0_g1_i7.p1,TRINITY_DN14526_c0_g1_i5.p1,TRINITY_DN17888_c0_g1_i2.p1,TRINITY_DN6133_c0_g1_i1.p1
N0.HOG0009154,OG0000684,n19,TRINITY_DN5844_c0_g1_i2.p1,TRINITY_DN5780_c0_g1_i1.p1,TRINITY_DN5503_c0_g1_i3.p1,TRINITY_DN4877_c0_g1_i4.p1
N0.HOG0009155,OG0000684,n23,TRINITY_DN24161_c0_g1_i10.p1,TRINITY_DN28666_c0_g1_i1.p1,TRINITY_DN11698_c0_g1_i1.p1,TRINITY_DN23407_c0_g1_i12.p1
N0.HOG0009156,OG0000684,n26,TRINITY_DN2531_c0_g1_i2.p1,TRINITY_DN18482_c0_g1_i5.p1,TRINITY_DN1420_c0_g1_i1.p1,TRINITY_DN4746_c0_g1_i5.p1
N0.HOG0009157,OG0000685,n1,TRINITY_DN5332_c0_g1_i13.p1,TRINITY_DN22336_c0_g1_i9.p2,TRINITY_DN3953_c0_g1_i5.p1,TRINITY_DN18200_c0_g1_i1.p1
N0.HOG0009158,OG0000685,n5,TRINITY_DN5332_c0_g1_i13.p2,TRINITY_DN22336_c0_g1_i9.p1,TRINITY_DN3953_c0_g1_i5.p2,TRINITY_DN18200_c0_g1_i1.p2
N0.HOG0009161,OG0000685,n15,TRINITY_DN14315_c0_g1_i3.p1,TRINITY_DN8554_c0_g1_i5.p2,TRINITY_DN15851_c0_g1_i9.p1,TRINITY_DN9348_c0_g1_i7.p1
N0.HOG0009185,OG0000689,n1,TRINITY_DN64368_c0_g1_i7.p1,TRINITY_DN44993_c0_g1_i7.p1,TRINITY_DN18554_c0_g1_i5.p1,TRINITY_DN207891_c0_g1_i1.p1
N0.HOG0009192,OG0000690,n14,TRINITY_DN24742_c0_g1_i3.p1,TRINITY_DN414376_c0_g1_i1.p1,TRINITY_DN4647_c0_g1_i1.p1,TRINITY_DN1839_c0_g1_i3.p1
N0.HOG0009193,OG0000690,n17,TRINITY_DN16300_c0_g1_i6.p1,TRINITY_DN18550_c0_g1_i10.p1,TRINITY_DN127842_c0_g1_i1.p1,TRINITY_DN91385_c0_g1_i1.p1
N0.HOG0009200,OG0000691,n24,TRINITY_DN16348_c0_g1_i3.p1,TRINITY_DN3248_c0_g1_i7.p1,TRINITY_DN2771_c0_g1_i5.p1,TRINITY_DN2533_c0_g1_i1.p1
N0.HOG0009210,OG0000693,n10,TRINITY_DN50913_c0_g1_i20.p2,TRINITY_DN29139_c0_g1_i12.p1,TRINITY_DN118100_c0_g1_i8.p1,TRINITY_DN131158_c0_g1_i2.p2
N0.HOG0009229,OG0000695,n20,TRINITY_DN4457_c0_g1_i14.p1,TRINITY_DN58086_c0_g2_i1.p1,TRINITY_DN96647_c0_g1_i6.p1,TRINITY_DN21362_c0_g2_i4.p1
